第二次评审标准分极差,复议后极差,专家一标准分,专家二标准分,专家三标准分,二阶段成绩
4.32,,71.22,67.46,52.23,190.91
12.39,,68.26,65.34,66.45,200.05
17.01,,64.65,66.06,60.1,190.81
9.98,,57.91,58.99,65.74,182.64
33.00,15.68,82.25,56.23,61.11,199.59
19.10,,57.66,69.1,48.07,174.83
13.48,,64.18,54.58,57.66,176.42
16.04,,53.06,58.19,53.63,164.88
7.40,,63.45,64.72,72.67,200.84
5.60,,63.85,61.41,51.37,176.63
9.36,,57.67,55.71,62.25,175.63
24.74,17.53,60.87,61.85,67.07,189.79
22.78,13.81,58.93,61.52,60.12,180.57
67.32,18.65,66.18,55.7,53.46,175.34
29.95,15.69,56.82,67.57,61.25,185.64
4.31,,66.38,58.02,52.42,176.82
15.62,,59.71,55.34,67.49,182.54
21.18,18.35,65.38,53.9,58.36,177.64
15.22,,52.61,68.75,68.07,189.43
7.21,,61.43,56.4,58.81,176.64
16.61,,53.16,65.9,65.48,184.54
22.81,3.21,56.71,57.24,50.86,164.81
10.07,,59.03,58.23,56.2,173.46
5.49,,63.03,65.9,65.02,193.95
11.82,,69.46,72.28,52.45,194.19
9.22,,65.55,61.3,57.35,184.2
19.73,,71.9,71.3,57.12,200.32
9.00,,55.91,62.79,57.25,175.95
23.52,13.52,64.11,54.88,61.51,180.5
30.18,18.64,68.23,55.37,54.07,177.67
20.27,13.88,63.29,62.88,70.31,196.48
17.95,,76.46,77.04,49.2,202.7
2.50,,56.01,64.26,57.59,177.86
14.05,,67.3,77.04,56.62,200.96
5.02,,68.75,61.75,66.35,196.85
20.00,12.13,58.81,66.65,71.56,197.02
12.37,,57.45,60.14,59.42,177.01
2.78,,59.11,63.78,49.33,172.22
5.72,,51.02,63.24,66.05,180.31
15.32,,79.19,51.37,59.89,190.45
14.86,,68.13,59.2,53.78,181.11
14.32,,63.72,56.5,60.2,180.42
2.97,,56.76,70.05,66.72,193.53
19.76,,66.7,55.7,53.46,175.86
10.84,,64.08,67.8,63.27,195.15
7.80,,62.44,54.72,66.35,183.51
9.62,,71.86,73.35,63.55,208.76
6.33,,59.75,60.01,57.94,177.7
16.26,,59.88,62.87,59.56,182.31
24.24,1.37,57.17,63.1,59.38,179.65
15.15,,56.85,64.12,51.72,172.69
6.68,,57.17,57.32,56.21,170.7
6.96,,56.87,65.21,55.4,177.48
10.87,,60.99,61.16,57.35,179.5
8.07,,61.39,67.57,54.88,183.84
9.87,,48.04,69.07,55.83,172.94
11.63,,69.5,66.3,59.16,194.96
23.88,14.79,53.25,71,74.71,198.96
7.26,,67.6,56.89,58.56,183.05
14.62,,64.42,62.88,65.19,192.49
29.07,18.31,60.76,70.97,57.46,189.19
14.41,,65.12,59.07,61.62,185.81
4.69,,54.98,65.23,65.8,186.01
16.97,,69.54,68.75,49.1,187.39
12.25,,63.81,60.89,65.12,189.82
8.38,,55.67,62.85,56.46,174.98
12.55,,68.25,50.07,58.78,177.1
14.11,,59.75,54.84,60.36,174.95
7.50,,62.11,54.1,56.5,172.71
9.62,,65.5,67.47,69.24,202.21
4.68,,56.07,54.41,61.95,172.43
9.95,,64.42,47.66,63.17,175.25
21.34,16.26,54.8,64.04,55.21,174.05
25.29,14.50,49.75,61.46,64.69,175.9
23.34,1.98,64.73,55.71,58.94,179.38
10.01,,51.95,47.83,66.7,166.48
18.27,,57.61,71.3,67.28,196.19
16.26,,61.3,73.15,67.38,201.83
21.14,18.10,67.58,59.47,54.15,181.2
8.97,,68.3,60.6,54.15,183.05
6.98,,61.01,50.86,59.34,171.21
4.20,,68.87,56.39,58.72,183.98
11.78,,64.76,63.46,59.2,187.42
7.88,,66.95,66.02,60.98,193.95
14.79,,62.76,51.95,68.35,183.06
7.67,,64.05,56.18,61.01,181.24
18.35,,54.07,47.96,68.67,170.7
8.44,,66.09,71.2,52.93,190.22
16.60,,62.79,58.63,62.43,183.85
11.41,,42.15,61.72,59.2,163.07
19.62,,64.42,58.74,58.71,181.87
21.63,11.63,63.82,66.3,67.58,197.7
6.80,,59.38,60.08,52.5,171.96
8.43,,55.77,66.35,65.84,187.96
10.24,,69.68,53.86,58.43,181.97
9.03,,70.59,66.73,55.4,192.72
11.32,,66.49,66.71,51.89,185.09
15.56,,58.18,63.43,64.01,185.62
12.87,,55.66,70.6,56.62,182.88
22.51,16.90,64.68,65.93,66.91,197.52
17.16,,58.4,55.11,61.7,175.21
13.71,,65.87,56.72,61.08,183.67
9.36,,65.36,62.82,59.34,187.52
7.37,,66.44,58.78,66.04,191.26
5.20,,62.32,64.04,54.97,181.33
9.58,,58.63,63.53,58.3,180.46
2.23,,67.38,60.06,64.3,191.74
3.77,,69.37,62.79,59.01,191.17
8.33,,62.21,63.55,57.99,183.75
16.64,,69.07,58.33,63.36,190.76
24.35,17.00,63.84,58.06,73.07,194.97
30.41,17.92,59.65,55.23,59.95,174.83
1.68,,64.85,64.57,67.96,197.38
3.98,,56.62,65.88,50.49,172.99
7.66,,64.04,64.61,57.19,185.84
23.05,19.45,70.02,57.16,66.73,193.91
14.39,,63.72,62.94,62.56,189.22
11.07,,53.82,61.4,66.69,181.91
9.03,,70.75,53.48,60.94,185.17
19.60,,62.02,62.96,53.62,178.6
22.51,4.65,63.98,57.23,71.13,192.34
10.00,,53.82,51.8,57.71,163.33
17.84,,69.46,61.25,47.92,178.63
25.69,13.00,50.42,62.32,66.76,179.5
2.80,,62.89,62.74,53.92,179.55
12.21,,64.96,56.15,67.45,188.56
12.59,,54.46,62.71,54.49,171.66
14.24,,66.89,53.21,58.22,178.32
5.63,,50.52,64.9,68.24,183.66
11.92,,62.11,45.67,50.86,158.64
10.77,,50.17,65.3,63.04,178.51
27.46,3.30,58.05,59.3,58.53,175.88
13.58,,62.12,65,60.39,187.51
16.94,,64.1,63.39,61.98,189.47
38.96,13.94,67.49,48.27,61.5,177.26
3.88,,70.18,51.79,60.22,182.19
4.44,,64.49,67.07,62.95,194.51
13.58,,60.25,61.39,63.57,185.21
13.23,,53.82,57.63,60.52,171.97
15.69,,71,76.2,67.92,215.12
37.78,6.99,87.36,54.97,64.65,206.98
16.29,,63.8,59.2,57.26,180.26
11.42,,61.68,58.42,63.78,183.88
19.41,,55.57,61.76,59.66,176.99
8.57,,58.19,70.53,59.76,188.48
10.13,,65.68,57.2,53.27,176.15
10.25,,67.23,64.64,56.69,188.56
2.01,,52.05,61.77,57.02,170.84
6.45,,54.54,67.57,71.47,193.58
2.36,,62.14,63.45,75.46,201.05
18.25,,59.95,53.04,54.52,167.51
11.24,,62.99,56.63,60.86,180.48
22.18,18.91,52.49,65.93,60.91,179.33
18.81,,69.79,68.05,68.27,206.11
15.59,,60.41,51.49,63.99,175.89
20.03,0.47,60.96,53.78,58.69,173.43
7.51,,65.39,65.92,62.21,193.52
1.21,,68.91,61.32,58.3,188.53
21.34,15.05,59.33,57.67,60.89,177.89
21.10,16.98,51.5,59.2,68.31,179.01
16.55,,61.39,52.55,57.82,171.76
24.10,16.36,63.98,68.25,66.09,198.32
6.33,,67.33,64.49,58.55,190.37
13.05,,62.59,58.84,72.07,193.5
34.28,14.99,61.76,54.33,56.86,172.95
25.80,7.93,57.59,60.1,58.94,176.63
17.98,,54.96,70.01,53.5,178.47
17.53,,61.25,63.12,59.75,184.12
18.34,,64.79,52.06,62.26,179.11
9.32,,57.64,71.14,65.09,193.87
11.31,,55.78,66.9,67.38,190.06
7.64,,63.57,65.73,72.99,202.29
19.48,,77.42,66.37,61.25,205.04
8.94,,65.02,59.53,58.85,183.4
10.27,,62.13,75.73,61.11,198.97
22.60,18.83,66.28,56.45,63.15,185.88
27.21,12.61,67.69,62.37,61.52,191.58
16.79,,55.33,59.23,66.35,180.91
2.23,,59.21,62.24,65.72,187.17
9.18,,64.68,62.12,66.91,193.71
14.39,,62.05,51.61,51.93,165.59
13.21,,65.75,58.03,68.24,192.02
4.40,,64.95,61.73,64.28,190.96
10.14,,59.76,60.2,63.45,183.41
3.60,,59.43,60.79,60.12,180.34
18.61,,57.09,60.55,60.52,178.16
31.67,16.00,61.39,53.92,68.85,184.16
30.06,15.05,68.47,56.93,51.18,176.58
5.69,,68.42,66.08,50.36,184.86
8.21,,67.28,67.85,59.44,194.57
19.04,,56.8,58.52,65.06,180.38
20.37,12.61,56.62,62.8,58.07,177.49
3.82,,64.09,65.26,61.34,190.69
7.45,,52.35,62.58,59.39,174.32
24.12,16.31,56.83,73.8,59.27,189.9
14.23,,65.32,67.44,58.94,191.7
21.91,8.00,57.08,58.09,64.24,179.41
22.36,17.10,62.36,57.45,50.15,169.96
19.16,,57.74,61.74,59.67,179.15
17.99,,64.15,60.23,66.96,191.34
5.10,,56.37,64.15,60.23,180.75
13.02,,63.4,62.26,62.21,187.87
14.29,,64.92,48.93,66.1,179.95
20.44,5.00,69.17,61.67,56.46,187.3
7.09,,54.67,63.57,62,180.24
19.36,,53.37,62.2,52.74,168.31
6.12,,57.48,61.99,64.26,183.73
10.69,,74.93,63.28,56.69,194.9
21.18,9.34,64.75,74.03,62.2,200.98
8.34,,71.89,60.86,54.15,186.9
11.94,,71.87,56.82,64.86,193.55
7.75,,63.62,54.72,60.05,178.39
1.83,,55.78,61.52,59.38,176.68
15.40,,66.64,70.64,63.73,201.01
18.30,,58.89,62.73,61.54,183.16
4.76,,72.45,62.06,68.27,202.78
15.80,,71.59,65.49,54.07,191.15
26.11,16.11,72.45,57.86,58.84,189.15
5.44,,67.8,60.79,64.72,193.31
16.34,,67.65,68.59,71.2,207.44
34.40,8.98,62.51,58.03,63.9,184.44
13.27,,60.75,61.96,62.51,185.22
22.25,10.84,51.97,65.17,60.29,177.43
2.87,,57.88,55.77,63.3,176.95
22.11,7.00,66.46,53.69,51.27,171.42
10.41,,53.82,62.3,59.58,175.7
14.83,,58.92,79.08,58.28,196.28
14.99,,60.61,64.87,60.72,186.2
12.86,,60.85,66.83,59.05,186.73
16.68,,68.26,54.58,57.66,180.5
10.16,,57.87,64.34,61.85,184.06
19.78,,60.48,64.15,54.97,179.6
4.21,,60.49,63.48,71.75,195.72
19.98,,61.73,68.11,69.39,199.23
19.81,,74.09,69.4,59.26,202.75
7.69,,56.37,62.86,58.05,177.28
11.69,,61.99,64.26,56.9,183.15
19.78,,64.84,63.06,63.52,191.42
8.77,,67.93,58.4,71.02,197.35
16.21,,69.79,57.22,58.06,185.07
3.73,,57.26,51.62,59.62,168.5
23.18,17.00,65.58,54.84,61.63,182.05
2.66,,52.7,65.08,58.81,176.59
19.70,,71.13,60.37,53.58,185.08
10.22,,62.11,73.32,65.13,200.56
12.67,,59.96,60.08,66.8,186.84
14.59,,60.48,70.98,61.87,193.33
10.59,,63.72,62.39,61.19,187.3
22.42,10.37,66.66,66.04,63.28,195.98
25.19,8.14,70.25,52.95,54.72,177.92
14.29,,50.94,56.85,54.93,162.72
15.54,,56.08,74.5,64.49,195.07
12.78,,61.9,57.26,62.08,181.24
15.40,,64.87,47.49,60.83,173.19
9.19,,57.42,74.03,66.85,198.3
11.95,,56.87,67.84,56.34,181.05
5.00,,52.1,62.03,61,175.13
4.19,,59.3,60.65,64.85,184.8
2.94,,60.05,61.72,65.58,187.35
19.72,,62.95,54.9,62.25,180.1
19.94,,64.53,70.43,53.97,188.93
25.37,5.25,65.69,61.41,54.48,181.58
11.80,,59.53,59.84,60.06,179.43
14.28,,57.84,56.54,62.81,177.19
15.26,,56.64,54.41,60.67,171.72
7.71,,58.74,60.49,71.75,190.98
25.30,17.68,57.78,52.63,57.3,167.71
17.12,,61.19,65.84,56.46,183.49
23.06,18.44,67.03,61.48,61.24,189.75
8.20,,59.05,55.11,65.3,179.46
12.27,,49,63.17,64.65,176.82
20.47,4.66,59.81,60.04,65.23,185.08
18.92,,60.96,69.46,62.81,193.23
8.77,,60.64,64.67,65.72,191.03
4.94,,57.11,57,57.51,171.62
2.75,,58.09,56.24,59.93,174.26
5.14,,62.66,60.16,74.04,196.86
6.94,,55.14,61.93,56.59,173.66
11.98,,53.27,63.68,64.35,181.3
15.26,,65.5,65.03,56.6,187.13
5.94,,62.91,58.59,62.67,184.17
19.01,,60.99,62.99,63.07,187.05
11.59,,64.15,61.55,66.39,192.09
14.12,,66.18,60.9,57.86,184.94
11.78,,64.61,64.74,68.14,197.49
5.78,,53.82,57.63,54.9,166.35
6.28,,65.67,61.21,60.27,187.15
16.08,,61.15,60.08,58.43,179.66
18.88,,52.63,58.26,54.16,165.05
23.89,0.26,60.74,53.42,62.16,176.32
8.09,,67.34,68.72,52.34,188.4
10.96,,60.01,59.54,59.68,179.23
8.97,,60.15,48.13,65.9,174.18
16.01,,58.83,57.54,54.07,170.44
27.85,9.61,63.3,61.24,62.01,186.55
4.65,,53.41,63.82,53.9,171.13
11.02,,49.9,63.92,63.57,177.39
11.28,,66.45,58.26,62.94,187.65
10.94,,58.82,69.28,65.67,193.77
9.55,,65.87,57.09,51.8,174.76
7.84,,57.66,57.02,61.23,175.91
20.44,16.36,64.29,60.61,55.38,180.28
20.09,15.47,57.48,52.48,50.69,160.65
6.42,,63.43,58.7,68.26,190.39
16.50,,62.5,65.3,61.81,189.61
18.06,,55.33,63.76,67.61,186.7
9.11,,58.7,58.52,58.92,176.14
19.23,,65.94,59.44,55.6,180.98
7.70,,58.86,54.94,57,170.8
7.05,,69.98,62.82,62.29,195.09
24.64,17.83,61.78,59.54,58.83,180.15
15.82,,55.81,54.54,63.69,174.04
2.21,,64.02,67.7,55.71,187.43
27.83,18.78,64.89,69.59,57.32,191.8
4.96,,64.89,61.52,60.12,186.53
15.80,,49,59.11,62.7,170.81
24.50,18.71,62.41,54.92,52.44,169.77
7.92,,60.21,64.16,67.06,191.43
23.65,4.83,68.23,58.26,52.2,178.69
15.97,,67.31,65.19,54.38,186.88
4.34,,63.43,52.13,57.19,172.75
24.32,1.24,55.99,59.15,58.36,173.5
3.05,,60.65,56.73,49.46,166.84
26.95,14.95,62.39,52.03,87.57,201.99
16.94,,53.26,61.88,54.32,169.46
3.28,,54.64,59.48,60.36,174.48
18.73,,64.15,48.25,62.69,175.09
5.11,,60.36,62.85,54.58,177.79
11.39,,52.5,57.8,56.13,166.43
21.11,9.10,60.72,62.88,61.79,185.39
13.23,,61.46,55.37,61.85,178.68
28.50,9.68,58.3,70.88,67.88,197.06
18.73,,62.13,66.86,55.34,184.33
15.27,,52,59.13,69.84,180.97
6.42,,66.15,57.32,49.95,173.42
17.15,,58.67,58.98,58.57,176.22
11.94,,62.5,57.14,59.51,179.15
21.98,16.67,60.78,55.76,69.53,186.07
2.25,,71.06,61.94,59.8,192.8
51.21,15.58,57.89,60.04,57.38,175.31
10.65,,55.78,63.62,62.55,181.95
10.37,,57.78,65.73,65.67,189.18
7.04,,55.02,53.81,64.81,173.64
14.05,,70.62,63.86,66.4,200.88
30.58,5.18,58.4,62.31,61.52,182.23
13.23,,62.11,61.24,62.8,186.15
15.20,,53.82,48.88,57.71,160.41
26.08,5.74,51.76,61.85,66.49,180.1
5.04,,66.3,58.54,65.88,190.72
16.21,,60.36,59.26,56.56,176.18
17.97,,55.59,57.59,52.62,165.8
17.04,,66.16,69.52,61.55,197.23
22.40,2.00,66.16,54.45,63.32,183.93
12.83,,68,58.95,52.52,179.47
5.56,,53.71,65.15,53.09,171.95
5.45,,54.29,51.81,61.36,167.46
26.53,15.00,62.76,54.11,62.36,179.23
24.70,14.70,60.66,58.36,62.81,181.83
27.59,7.00,54.09,65.09,61.99,181.17
11.04,,72.7,58.9,65.89,197.49
16.25,,71.05,55.75,62.55,189.35
6.81,,59.88,65.16,70,195.04
3.26,,54.62,56.72,59.92,171.26
11.63,,62.21,66.34,54.38,182.93
11.63,,57.38,59.9,50.98,168.26
10.02,,56.73,57.96,69.5,184.19
21.00,16.77,51.93,65.5,56.26,173.69
11.78,,48.58,68.22,58.05,174.85
10.14,,63.65,58.66,59.02,181.33
19.77,,58.4,59.02,69.11,186.53
24.70,10.23,57.78,57.82,68.44,184.04
17.35,,62.16,72.09,58.78,193.03
8.83,,58.34,66.6,55.73,180.67
4.42,,67.74,56.56,58.02,182.32
10.17,,59.29,58.12,64.58,181.99
11.33,,61.23,70.2,62.14,193.57
16.75,,68.76,61.2,50.01,179.97
14.42,,57.54,53.7,64.55,175.79
7.97,,63.67,55.41,62.69,181.77
11.33,,56.46,61.44,64.16,182.06
23.36,5.13,64.15,62.22,54.97,181.34
22.13,12.33,60.94,67.08,50.37,178.39
9.47,,61.25,66.08,66.95,194.28
13.80,,61.04,55.67,57.08,173.79
10.04,,64.6,59.06,68.17,191.83
3.50,,60.96,67.56,65.24,193.76
13.21,,64.32,57.36,56.37,178.05
4.32,,57.94,57.97,60.58,176.49
11.78,,65.74,75.99,64.05,205.78
4.36,,56.54,54.59,56.89,168.02
5.01,,60.72,63.44,46.87,171.03
17.95,,59.58,67.86,48.05,175.49
14.28,,65.1,52.34,58.94,176.38
23.50,14.43,53.54,68.22,66.04,187.8
23.53,10.66,63.3,54.82,65.02,183.14
5.84,,61,55.87,55.83,172.7
18.53,,61.08,55.78,65.15,182.01
12.03,,54.94,53.1,65.02,173.06
23.61,13.61,70.75,61.01,52.74,184.5
13.35,,68.01,75.06,54.13,197.2
14.83,,58.75,59.01,64.13,181.89
32.42,4.22,63.94,63.64,69.71,197.29
5.21,,61.07,60.48,58.1,179.65
6.97,,65.79,57.02,54.64,177.45
17.04,,57.21,69.04,58.42,184.67
30.95,12.54,63.46,61.33,46.77,171.56
3.77,,67.03,58.18,64.99,190.2
10.40,,61.14,65.69,66.56,193.39
14.49,,59.68,64.46,53.81,177.95
33.30,18.00,63.55,65.78,63.27,192.6
9.25,,64.28,62.42,63.07,189.77
16.09,,54.69,69.22,62.09,186
27.77,17.23,55.34,57.53,59.14,172.01
6.21,,59.98,56.66,67.23,183.87
27.72,13.48,64.3,64.02,70.83,199.15
5.56,,62.84,73.61,60.76,197.21
17.73,,61.48,61.79,56.34,179.61
9.16,,57.34,64.17,56.62,178.13
16.21,,48.48,61.78,63.72,173.98
14.05,,52.74,56.15,66.67,175.56
22.92,12.92,63.9,59.32,60.81,184.03
10.61,,61.67,61.67,57.89,181.23
23.48,12.00,61.42,61.52,65,187.94
12.22,,56.32,56.8,71.89,185.01
12.02,,55.82,61.14,65.69,182.65
16.73,,61.17,63.05,64.34,188.56
17.10,,62.74,63.2,64.42,190.36
15.93,,72.89,62.12,56.33,191.34
21.61,14.80,58,58.82,63.59,180.41
20.66,18.37,56.72,61.09,72.14,189.95
18.39,,60.72,61.2,67.47,189.39
12.58,,51.98,58.95,65.46,176.39
10.68,,53.11,59.38,62.57,175.06
18.21,,64.73,70.64,63.4,198.77
23.86,8.19,62.89,61.66,66.19,190.74
10.38,,72.41,61.78,49.37,183.56
21.86,15.83,60.47,54.05,48.04,162.56
32.75,15.00,57.12,63.46,64.72,185.3
1.69,,65.56,59.4,57.11,182.07
13.74,,58.44,65.25,64.16,187.85
9.16,,69.79,54.52,59.02,183.33
6.31,,66.25,53.11,53.51,172.87
7.56,,62.41,71.08,66.75,200.24
12.13,,63.09,66.79,50.86,180.74
20.57,19.06,49.07,74.14,65.72,188.93
13.24,,62.72,58.37,65.72,186.81
16.22,,66.86,61.73,59.05,187.64
13.18,,66.89,51.03,65,182.92
8.15,,52.14,59.55,63.13,174.82
0.59,,60.1,59.31,57.66,177.07
15.58,,64.76,67.49,63.34,195.59
23.54,19.11,62.37,61.7,64.54,188.61
9.25,,60.9,71.11,60.36,192.37
29.48,9.31,48.04,62.3,61.32,171.66
8.61,,59.86,60.13,64.39,184.38
3.29,,63.84,54.07,57.76,175.67
1.84,,56.59,57,62.03,175.62
22.89,19.87,62.39,53.77,64.49,180.65
4.39,,63.36,63.2,61.73,188.29
19.22,,57.34,58.42,57.18,172.94
13.70,,59.17,55.06,65.02,179.25
13.48,,56.73,61.85,64.48,183.06
12.90,,62.73,60.33,64.49,187.55
32.53,19.00,53.33,56.54,73.47,183.34
25.90,17.12,57.54,70.65,62.49,190.68
8.35,,68.66,60.23,67.31,196.2
17.16,,59.01,67.7,56.97,183.68
20.11,16.12,67.57,69.96,57.95,195.48
21.04,16.00,56.85,52.65,54.03,163.53
8.32,,57.32,63.68,52.26,173.26
6.18,,59.48,61.11,59.4,179.99
5.90,,64.08,67.23,52.75,184.06
20.69,11.14,56.17,58.04,66.19,180.4
10.74,,67.39,67.33,55.4,190.12
20.78,16.67,64.76,43.59,64.4,172.75
10.96,,60.89,57.22,63.56,181.67
8.65,,60.16,69.86,53.79,183.81
12.26,,55.17,51.69,62.8,169.66
8.40,,64.49,68.6,59.47,192.56
15.16,,62.42,57.73,54.33,174.48
12.82,,56.89,53.88,56.46,167.23
9.92,,52,70.04,58.31,180.35
9.40,,65.5,55.24,63.85,184.59
19.15,,68.42,59.84,67.53,195.79
17.81,,59.19,67.04,58.22,184.45
10.46,,52.11,67.24,65.96,185.31
22.99,12.00,72.34,57.12,58.02,187.48
17.16,,52.32,63.03,74.15,189.5
6.56,,58.15,57.84,66.76,182.75
23.21,3.67,61.57,61.73,60.21,183.51
8.19,,56.7,55.76,53.95,166.41
13.37,,54.89,65.82,61.46,182.17
2.11,,61.66,68.6,56.95,187.21
13.35,,67.38,56.3,58.32,182
9.70,,56.76,58.95,68.7,184.41
13.71,,68.97,60.01,55.06,184.04
18.43,,60.4,59.25,50.87,170.52
21.82,15.31,58.86,52.53,55.34,166.73
3.01,,53.42,63.22,62.09,178.73
7.23,,65.08,55.62,66.15,186.85
6.05,,60.93,56.37,58.37,175.67
22.82,12.82,58.75,54.89,62.84,176.48
6.62,,57.94,63.06,63.46,184.46
24.99,7.13,66.28,59.64,60.17,186.09
18.03,,51.04,67.62,59.98,178.64
21.77,9.62,64.15,61.03,59.19,184.37
5.12,,49.07,65.74,71.03,185.84
14.23,,57.7,59.13,53.96,170.79
17.29,,63.15,65.12,57.43,185.7
23.31,15.00,55.89,66.56,61.17,183.62
14.79,,48.13,71.32,58.92,178.37
7.19,,64.12,56.38,56.06,176.56
18.00,,66.66,47.77,63.28,177.71
13.37,,62.98,53.77,62.17,178.92
18.11,,62.48,56.93,62.58,181.99
6.96,,50.93,68.87,65.72,185.52
15.67,,62.29,63.78,67.51,193.58
17.12,,63.79,61.86,55.7,181.35
15.80,,59.88,57.73,58.9,176.51
7.98,,70.82,72.93,61.87,205.62
12.42,,57.66,55.1,63.57,176.33
10.08,,56.3,64.52,61.21,182.03
11.14,,60.27,57.96,59.25,177.48
20.28,15.28,54.9,62.41,62.51,179.82
18.49,,64.44,54.66,57.19,176.29
12.02,,61.38,64.73,47.17,173.28
9.50,,66.7,54.35,58.37,179.42
31.43,11.68,50.36,58.81,69.08,178.25
9.71,,60.29,59.68,54.93,174.9
15.23,,59.88,58.87,61.51,180.26
7.42,,56.76,64.64,63.9,185.3
26.93,16.72,58.19,60.59,66.08,184.86
1.92,,60.91,56.18,63.55,180.64
15.85,,54.91,63.57,59.6,178.08
12.13,,62.85,60.96,61.21,185.02
4.92,,56.67,56.79,62.62,176.08
16.86,,56.72,57.45,63.47,177.64
13.45,,58.75,53.7,58.19,170.64
38.80,0.46,56.22,66.19,65.61,188.02
31.10,14.80,59.88,56.59,59.56,176.03
13.99,,53.8,58.04,57.09,168.93
15.78,,66.6,57.38,62.21,186.19
10.71,,66.9,57.53,54.69,179.12
8.82,,72.66,63.72,47.46,183.84
25.75,9.75,57.46,53.56,64.49,175.51
17.24,,54.47,59.3,61.46,175.23
4.86,,59.42,62.32,69.6,191.34
22.59,14.81,51.95,50.5,64.2,166.65
1.80,,59.55,56.62,63.93,180.1
13.84,,51.49,60.29,54.14,165.92
8.47,,57.26,68.31,58.45,184.02
17.94,,66.89,64.23,49.81,180.93
2.35,,61.48,43.41,55.34,160.23
6.40,,57.17,57.13,60.34,174.64
10.83,,51.58,66.23,61.24,179.05
7.56,,58.06,61.67,57.66,177.39
18.29,,58.44,61.44,56.13,176.01
9.32,,54.59,57.53,64.82,176.94
14.29,,54.43,57.17,65.27,176.87
24.83,18.43,69.91,64.12,72.5,206.53
5.56,,65.36,63.34,63.64,192.34
15.66,,60.24,58.02,59.16,177.42
12.41,,65.5,61.67,61.11,188.28
17.18,,51.76,52.19,68.98,172.93
11.70,,50.22,58.06,69.35,177.63
23.75,12.00,66.95,56.89,59.81,183.65
3.17,,65.32,53.11,61.57,180
18.91,,69.42,46.06,57.57,173.05
3.44,,53.76,72.7,51.13,177.59
17.03,,69.32,56.59,57.41,183.32
13.47,,66.28,52.65,59.42,178.35
1.53,,56.37,59.45,59.82,175.64
7.95,,55.4,58.81,64.61,178.82
16.13,,64.29,60.75,61.95,186.99
7.20,,66.29,54.73,53.15,174.17
3.74,,59.58,64.52,59.03,183.13
9.02,,65.45,56.89,51.42,173.76
14.41,,58.54,58.7,55.93,173.17
15.14,,57.4,64.85,56.25,178.5
10.75,,70.74,58.05,51.29,180.08
15.36,,61.55,61.88,56.91,180.34
8.45,,64.49,70.13,60.34,194.96
14.19,,59.22,62.62,60.54,182.38
7.80,,62.91,58.59,54.53,176.03
20.01,2.74,57.44,63.03,64.24,184.71
33.50,17.13,64.89,69.59,63.61,198.09
17.11,,67.23,61.43,49.7,178.36
8.21,,53.71,70.05,59.47,183.23
24.23,15.62,54.05,61.41,55.02,170.48
22.87,15.71,60.93,68.47,53.46,182.86
23.68,14.15,59.77,70.25,54.72,184.74
4.97,,57.99,66.65,59.24,183.88
11.11,,65,61.66,64.61,191.27
24.67,9.67,60.46,49.64,63.01,173.11
18.83,,62.07,60.69,62.62,185.38
14.96,,58.19,61.11,58.05,177.35
10.94,,56.82,70.98,71.47,199.27
9.29,,56.14,52.25,68.85,177.24
21.62,15.46,50.7,62.37,55.59,168.66
17.65,,64.89,60.06,55.93,180.88
6.38,,59.15,51.05,66.75,176.95
25.11,4.75,52.03,61.73,56.44,170.2
11.18,,47.38,55.51,67.63,170.52
7.29,,60.1,61.67,49.5,171.27
13.11,,57.16,54.24,70.46,181.86
9.65,,52.41,55.04,58.8,166.25
4.03,,52.24,59.02,53.49,164.75
11.47,,64.7,62.27,59.34,186.31
7.27,,57.35,61.16,54.99,173.5
24.66,12.26,57.19,56.89,54.16,168.24
21.81,15.43,57.99,62.82,57.86,178.67
42.00,6.37,54.68,56.21,70.19,181.08
16.48,,65.92,63.82,49.97,179.71
14.89,,53.45,61.88,61.22,176.55
5.79,,62.19,51.06,53.71,166.96
7.53,,59.86,68.65,52.09,180.6
9.69,,53.04,63.39,59.21,175.64
7.82,,66.47,56.74,55.47,178.68
21.65,4.29,49.75,71.14,58.16,179.05
12.03,,68.35,61.52,60.35,190.22
12.52,,56.13,64.12,58.65,178.9
4.01,,56.95,57.12,55.23,169.3
6.91,,58.12,58.38,58.73,175.23
23.20,17.38,62.03,58.9,52.22,173.15
8.34,,56.24,70.61,52.76,179.61
11.58,,57.61,70.62,57.12,185.35
10.55,,58.67,65.61,61,185.28
9.98,,60.25,71.49,61.88,193.62
6.24,,60.08,61.17,59.16,180.41
17.80,,69.99,56.69,57.38,184.06
5.36,,60.48,64.12,57.11,181.71
18.34,,66.86,55.74,62.42,185.02
15.56,,62.39,64.7,54.92,182.01
18.55,,61.21,57.49,54.76,173.46
22.05,18.65,53.14,57.14,54.46,164.74
5.81,,61.73,61.54,60.34,183.61
13.27,,66.26,65.23,65.13,196.62
6.78,,57.46,63.39,59.88,180.73
18.10,,66.72,55.67,59.02,181.41
19.03,,65.05,57.48,63.94,186.47
24.01,19.62,57.78,60.96,60.95,179.69
20.27,17.35,55.57,66.5,66.6,188.67
22.28,18.77,60.67,61.97,59.9,182.54
34.51,4.37,60.58,63.14,53.88,177.6
10.81,,67.23,65.3,56.06,188.59
15.25,,66.86,66.56,55.84,189.26
