最终成绩,第二次评审标准分极差,一阶段极差,专家一标准分,专家二标准分,专家三标准分,专家四标准分,专家五标准分,一阶段成绩
225.07,15.24,20.41,65.5,63.28,71.1,59.82,50.69,66.16
225.06,11.24,13.84,61,55.53,50.45,64.29,60.59,61.14
224.98,38.03,23.08,56.39,72.93,58.86,49.85,61.52,64.526
224.74,9.17,8.69,58.54,59.7,67.23,61.33,59.4,62.978
224.72,10.36,12.75,58.96,60.1,66.91,68.76,56.01,64.698
224.65,15.40,12.66,60.79,54.09,66.75,65.19,55.51,62.998
224.54,4.47,13.62,56.45,67.92,58.84,70.07,61.76,65.732
224.51,10.44,12.33,56.3,57.46,68.36,68.63,66.24,65.864
224.32,14.00,9.73,59.47,69.2,61.34,60.21,60.98,64.186
224.25,14.87,10.34,58.15,63.95,59.96,68.49,61.78,64.534
224.19,11.48,16.18,58.5,65.74,53.29,58.43,69.47,64.322
224.19,35.27,14.59,68.82,65.67,68.83,61.52,54.24,66.734
224.14,23.55,13.10,63.41,55.93,63.99,69.03,62.73,65.638
224.09,24.10,10.21,65.56,55.35,58.65,56.77,55.83,60.474
224.07,3.46,14.59,61.15,64.35,63.35,60.54,49.76,62.748
223.97,8.57,9.93,68.7,64.44,58.77,65.75,63.28,66.174
223.95,22.39,16.51,72.3,55.79,65.67,63.37,56.19,65.966
223.84,3.25,5.89,62.41,56.52,58.88,60.86,59.58,60.828
223.8,15.95,9.37,59.05,61.72,64.5,60.4,55.13,62.034
223.77,21.57,4.82,57.18,60.14,57.75,62,57.38,59.854
223.67,10.72,15.80,69.54,53.74,61.54,65.24,53.93,63.958
223.66,17.67,16.33,65.38,68.81,57.65,52.48,55.34,63.198
223.66,21.69,18.46,60.3,54.18,72.64,59.45,62.6,65.526
223.65,22.74,24.61,51.39,70.01,45.4,67,58.55,63.392
223.62,15.82,25.10,75.23,63.8,60.55,50.13,54.65,65.892
223.57,7.74,10.61,57.48,64.99,58.23,59.55,54.38,61.048
223.52,15.77,9.34,59.19,56.71,66.05,62.1,59.51,62.58
223.41,22.05,19.17,70.2,61.68,51.03,60.44,66.31,65.766
223.38,15.05,8.69,57.66,60.27,64.4,55.71,57.96,60.938
223.36,11.33,13.71,67.71,54,61.23,59.42,54.53,62.12
223.36,21.33,7.15,60.9,68.05,64.7,63.28,67.75,66.366
223.24,23.13,23.35,60.52,49.64,72.99,62.75,59.95,65.84
223.22,11.23,24.91,70.67,55.33,60.93,47.28,72.19,66.262
223.21,9.45,9.46,59.41,68.47,59.01,59.71,65.32,64.276
223.21,15.95,17.38,68.99,54.59,51.61,66.51,59.03,63.622
223.2,14.47,23.64,59.64,55.51,59.05,79.15,63.72,68.142
223.2,21.33,5.31,59.7,64.71,65.01,63.15,62.61,64.098
223.19,11.03,9.94,57.16,60.81,67.1,66.12,62.32,64.69
223.18,4.62,10.04,57.48,59.12,56.06,55.96,66,60.932
223.15,7.23,4.77,66.18,64.73,61.53,61.41,65.75,64.874
223.02,14.10,13.50,68.13,64.7,66.69,54.63,56.75,64.88
222.9,21.34,11.15,62.73,63.19,53.44,54.24,64.59,61.868
222.89,10.05,14.27,55.11,67.47,66.76,53.2,58.79,63.12
222.89,14.81,12.95,70.14,57.2,67.08,57.19,67.05,66.322
222.88,3.59,7.73,69.04,62.64,61.31,69,62.44,66.432
222.87,12.73,18.51,67.81,50.67,68.44,55.77,49.93,62.226
222.74,2.23,25.46,68.57,47.38,62.28,72.84,62.06,67.718
222.7,17.21,13.10,63.36,52.63,61.68,65.73,55.01,62.302
222.65,13.77,10.00,57.58,53.63,60.24,63.63,62.6,61.536
222.65,22.41,16.36,57.68,60.94,70.64,54.28,65.54,65.088
222.64,2.14,8.46,57.7,61.85,66.16,58,61.43,62.72
222.56,14.79,21.64,57.66,50.98,57.8,72.62,62.88,64.716
222.46,16.35,19.75,58.97,63.83,66.8,58.03,47.05,62.886
222.45,18.29,6.21,63.99,64.1,65.42,68.9,62.69,66.262
222.43,11.09,11.01,57.47,57.32,66.6,67.63,56.62,63.33
222.4,16.92,14.48,59.01,63.69,63.35,59.33,49.21,61.814
222.28,14.07,12.15,58.74,57.09,53.97,61.52,66.12,61.918
222.21,21.61,18.93,57.26,72.19,55.4,74.33,61.08,67.838
222.18,20.20,20.64,73.45,67.99,65.15,58.58,52.81,67.724
222.18,17.43,10.61,67.87,57.26,64.46,60.35,63.76,64.862
222.16,21.62,15.77,49.38,62.37,50.4,64.02,65.15,61.418
222.13,14.29,20.02,65.34,69.96,62.77,56.79,49.94,64.964
222.09,13.83,15.44,63.43,64.18,68.31,60.29,52.87,64.904
222.02,21.54,17.04,52.56,68.47,60.1,66.9,69.6,66.934
221.99,14.27,13.90,65.87,60.76,70.94,70.4,74.66,71.306
221.99,15.33,6.21,68.7,69.11,65.3,69,62.9,68.244
221.91,6.98,13.45,51.25,64.7,60,58.21,59.84,61.49
221.89,29.28,17.38,57.46,70.05,64.24,54.14,52.67,63.188
221.81,8.44,10.22,68.94,59.31,69.53,64.95,66.96,67.982
221.73,18.27,15.35,66.36,62.84,65.09,51.01,64.17,64.964
221.57,22.25,20.98,74.75,54.54,53.77,60.4,66.64,66.216
221.57,4.00,12.06,60.93,66.45,58.37,54.39,64.56,63.352
221.54,7.06,7.16,61.17,58.38,62.04,54.88,56.81,60.088
221.51,10.03,13.22,56.4,53.68,65.43,62.35,66.9,63.596
221.51,11.06,11.62,69.32,59.06,58.37,57.7,61.27,63.468
221.46,17.51,16.31,69.18,63.86,56.84,56.86,52.87,63.184
221.45,20.47,20.42,74.57,64.33,54.15,57.39,56.73,65.518
221.44,0.56,20.62,62.31,79.8,66.45,59.18,69.14,71.5
221.43,9.69,11.44,68.44,65.12,66.05,57,58.5,65.31
221.36,3.52,22.20,50.51,72.71,58.3,53.64,60,63.472
221.33,14.59,13.98,52.25,53.92,66.23,56.11,64.57,61.412
221.3,11.45,10.29,61.04,57.3,67.59,65.73,62.93,64.976
221.21,25.26,11.81,64.9,59.61,55.47,53.09,60.45,61.066
221.2,29.19,9.16,55.08,62.69,64.24,57.93,55.17,60.854
221.18,17.99,21.53,71.36,49.83,62.06,59.92,59.3,64.8
221.17,35.43,19.63,70.84,63.24,51.21,68.29,55.05,65.652
221.14,19.19,19.54,56.46,54.4,50.52,65.67,70.06,63.33
221.13,14.08,12.63,67.42,65.3,64.33,54.79,66.9,66.274
221.12,2.32,14.90,68.67,54.54,53.77,58.79,67.15,63.564
221.07,30.93,18.48,60.24,74.67,57.57,57.77,56.19,64.984
221.02,2.11,8.20,55.26,61.37,63.46,56.05,59.95,60.858
220.96,7.70,11.17,63.91,57.02,64.66,61.5,53.49,62.35
220.92,17.12,18.31,54.44,67.63,56.46,49.32,65.8,62.392
220.76,15.75,4.69,59.6,60.1,59.85,61.54,56.85,60.526
220.74,7.01,15.40,65.38,68.88,53.48,61.85,57.37,64.472
220.67,7.59,20.45,68.37,78.37,75.4,62.3,57.92,72.562
220.54,22.24,13.31,54.17,52.78,56.89,62.14,66.09,61.076
220.54,8.03,10.94,64.28,64.4,59.17,58.19,69.13,65.222
220.53,9.42,16.81,53.14,69.95,68.16,54.28,65.12,65.492
220.43,13.24,8.41,63.57,55.52,58.03,60.87,63.93,62.066
220.41,21.02,9.11,63.94,58.04,67.05,62,67.15,65.458
220.39,16.90,12.53,65.34,60.4,55.7,68.23,66.03,65.646
220.38,7.86,12.29,64.11,54.88,61.51,51.82,61.29,61.18
220.34,12.37,11.27,68.47,60.67,58.18,66.54,57.2,64.466
220.33,6.28,5.68,58.75,56.94,62.62,58.19,57.93,60.022
220.32,8.51,11.43,65.21,65.18,58.45,53.78,63.68,63.546
220.28,5.15,18.14,63.84,64.35,65.17,61.75,47.03,64.056
220.19,12.49,6.85,58.13,61.88,61.43,64.98,62.6,63.174
220.19,18.19,18.25,58.03,66.3,48.77,60.65,67.02,63.804
220.15,2.80,10.70,62.04,64.46,53.76,57.92,58.35,61.446
220.09,16.27,21.88,69.58,62.73,47.7,52.75,60.89,63.106
220,25.58,16.66,65.5,73.26,57.84,56.6,57.99,65.57
219.98,16.30,15.30,61.01,68.79,60.27,60.6,53.49,63.892
219.91,6.54,18.90,56.94,65.37,63.4,68.11,49.21,64.386
219.81,19.75,18.64,51.37,65.57,70.01,61.26,64.2,66.21
219.71,10.85,11.17,62.79,63.24,59.42,52.07,55.21,60.78
219.68,14.23,10.71,64.61,54.83,57.2,53.9,60.85,60.42
219.65,25.09,10.22,58.33,51.3,58.59,61.52,61.33,60.258
219.63,10.28,12.98,70.08,73.05,71.09,60.07,61.53,69.76
219.58,2.51,11.24,67.58,62.13,56.34,58.44,64.09,63.964
219.58,3.09,10.03,59.08,58.95,62.95,66.24,68.98,65.246
219.57,5.90,16.49,63.57,66.28,51.88,68.37,62.6,65.838
219.57,11.38,22.08,70.12,62.62,63.36,67.16,48.04,66.676
219.54,18.91,12.38,56.83,68.54,62.73,61.86,56.16,63.7
219.52,21.33,13.84,72.86,59.86,59.02,71.41,68.42,69.082
219.48,13.73,15.76,65.89,69.59,53.83,59.63,59.33,64.806
219.38,15.40,13.90,54.43,62.69,55.54,68.33,62.91,63.56
219.36,17.64,21.75,55.55,50.76,61.87,57.34,72.51,63.956
219.27,17.84,12.40,65.42,54.1,60.27,58.2,66.5,63.378
219.18,2.52,6.20,56.83,55.49,56.24,61.69,61.67,59.624
219.18,17.62,5.63,62.82,59.9,57.66,57.19,59.79,60.598
219.17,15.83,20.42,60.1,52.3,72.72,66.24,55.89,65.534
219.1,19.67,10.85,56.72,58.36,66.8,55.95,62.3,62.196
219.03,9.84,10.02,67.03,64.02,58.97,63.54,68.99,66.514
218.99,7.84,6.20,62.28,57.67,61.55,57.89,56.08,60.334
218.95,14.80,7.89,57.78,64.3,65.67,62.81,62.05,64.1
218.94,6.55,5.22,62.52,61.31,62.42,63.58,58.36,62.682
218.89,9.91,10.90,61.13,57.97,67.03,56.78,67.68,64.298
218.89,2.64,13.44,64.87,56.74,53.03,66.47,62.61,63.432
218.88,9.60,13.67,66.18,62.82,58.78,57.08,52.51,62.208
218.85,15.72,18.74,56.33,54.58,52.52,71.26,57.86,62.258
218.84,2.30,13.35,60.45,58.7,72.05,68.99,64.17,67.542
218.75,16.22,19.49,58.97,60.18,68.14,60.81,48.65,63.248
218.73,18.29,19.79,58.23,62.48,58.06,67.22,47.43,62.642
218.71,19.77,11.46,59.11,67.57,66.23,56.11,59.8,64.056
218.56,22.71,13.64,61.15,61.85,72.75,60.11,59.11,65.722
218.56,6.18,22.49,70.11,71.98,62.92,61.01,49.49,67.6
218.55,4.19,26.74,62.13,72.18,61.11,45.44,60.9,65.7
218.5,1.34,6.84,58.34,60.62,53.94,60.78,57.88,59.68
218.5,9.07,11.91,56.93,64.78,56.06,67.01,67.97,64.932
218.4,15.22,14.51,59.88,60.23,57.55,67.47,52.96,62.52
218.4,12.33,8.92,64.02,61.8,62.69,60.6,55.1,62.626
218.39,16.27,7.96,63.33,63.78,59.64,66.82,58.86,64.078
218.34,16.31,13.94,58.48,67.58,62.95,53.64,60.65,63.448
218.31,1.80,7.41,60.93,65.78,58.37,61.46,63.57,63.504
218.29,12.13,14.58,59.55,66.89,67.89,61.69,53.31,64.782
218.25,8.34,6.69,60.47,65.61,62.06,60.26,58.92,62.802
218.24,15.52,19.88,71.06,70.22,60.29,66.51,51.18,67.828
218.22,11.40,24.95,61.46,73.51,81.67,61.8,56.72,72.022
218.22,9.62,7.70,61.48,55.3,63,58.1,55.89,60.294
218.19,10.37,15.87,53.82,54.72,59.11,62.58,69.69,63.158
218.14,19.25,15.99,71.96,57.7,73.69,67.36,59.58,69.256
218.12,14.24,21.30,69.07,47.77,63.89,62.35,50.78,63.032
218.01,7.61,20.40,48.27,61.28,64.57,60.54,68.67,64.746
217.76,9.67,12.42,57.17,57.46,58.94,68.29,69.59,64.774
217.74,10.44,16.62,67.32,61.54,51.11,65.21,50.7,62.5
217.73,21.10,18.15,53.22,50.89,58.45,69.04,67.43,63.436
217.73,15.15,10.50,53.96,53.44,61.46,58.89,63.94,60.438
217.69,9.54,14.15,70.11,60.98,59.4,55.96,68.88,65.896
217.61,8.08,16.99,59.69,61.12,50.87,67.86,65.41,64.388
217.6,2.82,9.48,63.01,65.11,56.8,62.09,66.28,64.554
217.56,9.23,20.38,56.02,55.76,72.49,66.14,52.11,64.58
217.52,17.98,6.93,67.31,69.11,67.3,68.12,62.18,68.19
217.51,14.76,19.52,59.2,52.99,71.58,72.51,55.3,66.22
217.46,4.72,8.50,57.65,64.66,57.95,59.01,56.16,60.786
217.43,2.61,6.78,61.93,59.51,57.25,64.03,58.7,61.64
217.43,8.71,10.36,63.38,56.65,63.37,65.25,67.01,65.204
217.42,20.97,12.90,59.11,50.5,59.25,59.54,63.4,60.94
217.32,25.06,14.73,67.4,52.67,54.5,59.14,64.99,62.686
217.3,13.20,5.75,57.08,57.5,62.83,60.56,57.88,60.32
217.22,19.60,8.76,57.26,59.2,66.02,59.84,65.41,63.298
217.22,14.98,14.05,51.57,63.83,62.18,54.82,65.62,62.414
217.19,7.87,9.16,65.21,65.73,57.85,67.01,58.85,64.762
217.18,3.75,11.47,58.75,52.62,59.52,60.74,64.09,61.438
217.18,15.64,17.82,59.39,71.98,71.63,56.58,54.16,66.312
217.15,22.55,20.51,71.06,53.92,56.35,59.63,50.55,62.404
217.1,18.77,11.38,63.91,65.76,54.38,57.27,59.95,62.53
217.08,12.00,19.21,61.13,66.25,47.32,64.52,66.53,64.992
217.02,27.66,18.99,66.85,58.2,47.86,64.68,53.93,62.102
216.96,10.01,14.30,54.03,59.24,66.09,51.79,61.48,61.386
216.96,18.92,15.78,51.61,58.15,57.39,67.39,62.58,62.58
216.96,9.85,12.21,53.98,61.38,63.6,66.19,61.54,63.78
216.92,25.05,19.19,52.56,51.57,58.89,63.72,70.76,63.338
216.87,21.28,9.52,58.4,63.23,66.75,57.23,62.92,63.61
216.85,12.50,12.91,64.5,69.28,57.57,56.37,59.17,63.96
216.77,9.37,10.57,69.54,58.97,68.77,65.38,68.48,68.342
216.75,11.50,12.58,60.2,63.45,59.68,50.87,62.47,61.85
216.75,12.80,14.03,69.55,55.52,66.72,65.8,65.15,67.354
216.74,0.79,17.21,64.29,61.38,65.19,53.36,70.57,66.4
216.7,11.42,10.81,67.4,68.91,58.1,61.59,64.3,66.222
216.69,8.30,2.68,59.68,60.48,60.99,62.36,59.76,61.19
216.68,13.42,17.18,64.25,61.77,65.71,48.53,56.96,62.88
216.58,9.66,14.27,70.65,56.38,61.33,59.45,68.51,66.118
216.58,17.69,15.71,72.71,57,60.74,71.56,60.35,67.614
216.56,5.43,8.92,68.05,63.2,59.13,62.48,59.74,64.304
216.54,9.97,18.72,61.73,66.2,77.04,69.39,58.32,70.28
216.51,10.64,16.62,49.88,66.5,59.58,56.23,64.43,62.648
216.32,30.09,12.59,67.65,63.34,55.06,55.52,63.12,63.456
216.3,7.86,12.90,67.62,60.85,54.72,55.71,59.83,62.326
216.3,7.31,6.48,62.41,55.93,57.02,59.2,56.59,59.526
216.29,10.79,9.04,62.89,63.77,69.79,64.13,60.75,66.074
216.24,17.42,16.75,54.19,62.17,66.11,49.36,65.18,62.752
216.2,11.39,10.81,63.2,56.45,57.27,59.08,67.26,62.814
216.19,16.42,20.21,53.33,53.81,70.14,54.56,73.54,65.118
216.16,24.87,11.74,66.4,60.61,54.66,57.19,57.14,61.548
216.11,22.59,10.82,58.5,54.54,65.36,58.43,62.19,61.968
216.1,12.68,17.89,65.5,76.22,67.57,58.33,65.06,70.114
216.05,15.63,12.75,62.13,65.09,59.78,52.34,62.47,62.912
216.05,18.32,1.83,58.19,60.02,58.9,58.22,59.51,59.334
215.97,29.16,11.46,61.14,66.65,59.24,70.7,69.97,67.832
215.96,8.60,15.60,59.3,63.87,67.09,51.49,62.61,63.992
215.96,5.03,7.19,57.27,63.24,56.05,58.57,57.37,59.938
215.91,9.00,6.97,62.69,60.36,65.42,61.96,58.45,63.17
215.89,7.75,11.44,61.01,56.71,51.49,60.3,62.93,60.776
215.86,12.10,6.44,59.81,60.04,59.51,65.67,59.23,62.14
215.85,6.98,11.67,54.93,62.8,64.24,66.6,60.17,64.082
215.77,5.97,17.16,54.59,56.21,51.03,68.19,62.26,61.888
215.75,28.84,12.31,67.01,58.1,60.7,58.32,54.7,62.228
215.73,8.71,10.61,60.41,62.05,58.07,53.69,64.3,61.826
215.7,20.60,7.21,66.99,64.3,71.23,66.98,71.51,69.644
215.67,7.91,17.71,67.12,56.58,68.27,53.73,50.56,62.794
215.65,9.73,19.55,59.41,50.05,60.66,55.88,69.6,63.03
215.64,10.20,6.99,57.09,59.11,58.06,62.52,55.53,59.86
215.57,11.59,13.02,58.34,58.21,63.75,71.23,66.24,66.158
215.57,3.26,30.22,56.62,53.1,60.54,81.99,51.77,66.848
215.54,14.80,6.71,59.38,59.7,57.27,62.96,56.25,60.454
215.48,14.41,11.18,56.68,61.12,66.95,67.86,58.36,64.43
215.48,6.26,10.44,57.48,67.92,59.05,60.92,62.6,63.682
215.48,8.19,6.60,67.44,61.06,66.79,64.3,60.84,65.406
215.48,15.40,13.07,64.84,63.06,62.95,51.77,58.18,62.774
215.46,8.39,16.17,56.36,68.04,59.71,56.2,51.87,61.67
215.45,24.59,9.11,55.42,61.01,63.55,54.82,63.93,61.568
215.42,16.39,13.00,60.62,64.87,60.21,59.98,51.87,62.11
215.25,19.16,10.50,58.2,68.47,58.17,57.97,63.76,63.414
215.1,18.46,10.83,65.19,54.36,60.65,58.45,60.49,61.994
215.07,7.69,21.03,48.04,69.07,67.61,60.34,56.73,64.564
215.06,9.86,14.32,56.45,54.67,56.49,68.99,66.64,63.512
215.03,5.40,6.02,63.49,66.87,65.21,60.85,63.63,65.214
214.98,15.60,21.53,73.69,58.33,77.44,64.33,55.91,70.246
214.96,25.41,14.38,54.07,57.02,68.1,68.45,58.18,64.04
214.93,16.90,19.67,52.17,71.3,51.63,64.85,61,64.124
214.88,20.20,18.45,72.23,59.1,65.08,77.55,59.25,70.332
214.87,28.77,10.00,66.56,65.56,67.39,57.39,59.27,65.234
214.85,9.51,13.68,67.75,60.42,60.89,54.07,55.89,62.54
214.82,10.06,10.17,59.38,58.19,68.11,68.36,65.05,65.852
214.76,8.83,21.86,59.01,61.37,66.92,45.06,62.74,63.392
214.73,7.62,16.72,66.22,61.08,49.5,55.39,59.79,61.74
214.71,4.32,19.48,71.22,67.46,52.23,60.65,51.74,64.556
214.64,12.39,11.62,68.26,65.34,66.45,60.63,56.64,65.788
214.63,17.01,6.41,64.65,66.06,60.1,59.65,64.52,64.278
214.59,9.98,15.65,57.91,58.99,65.74,73.56,62.36,66.842
214.55,33.00,26.02,82.25,56.23,61.11,79.24,61.95,73.36
214.46,19.10,21.03,57.66,69.1,48.07,58.72,60.79,63.074
214.39,13.48,10.97,64.18,54.58,57.66,65.55,64.91,63.57
214.39,16.04,14.86,53.06,58.19,53.63,61.41,67.92,61.814
214.39,7.40,15.21,63.45,64.72,72.67,66.9,57.46,68.082
214.33,5.60,12.48,63.85,61.41,51.37,52.19,63.28,60.916
214.23,9.36,11.15,57.67,55.71,62.25,65.98,54.83,61.518
214.23,24.74,6.20,60.87,61.85,67.07,61.8,65.22,64.602
214.16,22.78,7.85,58.93,61.52,60.12,64.4,66.78,63.92
214.15,67.32,12.72,66.18,55.7,53.46,65.22,64.14,63.484
214.15,29.95,10.75,56.82,67.57,61.25,58.63,62.19,63.442
214.1,4.31,15.11,66.38,58.02,52.42,67.53,58.47,63.586
214.08,15.62,13.99,59.71,55.34,67.49,63.58,53.5,62.722
214.08,21.18,12.47,65.38,53.9,58.36,56.28,66.37,62.552
214.07,15.22,16.97,52.61,68.75,68.07,51.78,52.81,62.198
214.07,7.21,5.25,61.43,56.4,58.81,59.28,56.18,59.47
214.05,16.61,12.74,53.16,65.9,65.48,54.92,61.87,62.814
214.03,22.81,17.36,56.71,57.24,50.86,68.22,60.49,62.176
214,10.07,8.31,59.03,58.23,56.2,64.51,58.93,61.042
213.94,5.49,7.59,63.03,65.9,65.02,62.05,69.64,66.646
213.93,11.82,19.83,69.46,72.28,52.45,63.25,60.6,67.574
213.88,9.22,13.52,65.55,61.3,57.35,58.52,52.03,61.654
213.85,19.73,14.78,71.9,71.3,57.12,57.14,61.16,66.68
213.83,9.00,6.88,55.91,62.79,57.25,61.82,58.22,60.574
213.79,23.52,9.23,64.11,54.88,61.51,62.48,55.95,61.632
213.76,30.18,25.16,68.23,55.37,54.07,79.23,60.11,68.434
213.68,20.27,18.52,63.29,62.88,70.31,51.79,55.57,64.472
213.68,17.95,27.84,76.46,77.04,49.2,60.23,62.54,70.662
213.63,2.50,8.25,56.01,64.26,57.59,57.44,61.6,61.03
213.56,14.05,20.43,67.3,77.04,56.62,60.23,56.61,67.646
213.53,5.02,8.54,68.75,61.75,66.35,69.18,60.64,67.042
213.51,20.00,12.75,58.81,66.65,71.56,60.35,67.84,67.592
213.5,12.37,4.99,57.45,60.14,59.42,58.89,55.15,59.208
213.49,2.78,14.45,59.11,63.78,49.33,62.52,57.91,61.42
213.47,5.72,20.50,51.02,63.24,66.05,71.52,65.55,67.576
213.43,15.32,27.82,79.19,51.37,59.89,61.52,63.62,68.682
213.41,14.86,14.35,68.13,59.2,53.78,60.66,59.58,63.14
213.38,14.32,9.80,63.72,56.5,60.2,60.68,53.92,60.964
213.35,2.97,16.96,56.76,70.05,66.72,53.09,53.35,63.386
213.34,19.76,13.24,66.7,55.7,53.46,59.21,63,62.262
213.26,10.84,4.53,64.08,67.8,63.27,65.22,64.72,65.924
213.26,7.80,11.63,62.44,54.72,66.35,61.6,55.87,62.522
213.15,9.62,24.89,71.86,73.35,63.55,48.46,65.07,69.436
213.11,6.33,4.41,59.75,60.01,57.94,61.52,62.35,61.196
213.09,16.26,7.81,59.88,62.87,59.56,55.37,55.06,60.11
213.07,24.24,7.35,57.17,63.1,59.38,64.52,59.32,62.168
212.99,15.15,12.40,56.85,64.12,51.72,64.03,58.7,61.564
212.98,6.68,6.31,57.17,57.32,56.21,62.52,59.32,59.77
212.98,6.96,9.81,56.87,65.21,55.4,56.82,59.39,60.7
212.96,10.87,3.81,60.99,61.16,57.35,59.64,58.86,60.362
212.95,8.07,12.69,61.39,67.57,54.88,64.11,62.79,64.686
212.9,9.87,21.03,48.04,69.07,55.83,59.92,61.02,62.982
212.87,11.63,20.67,69.5,66.3,59.16,59.33,48.83,64.758
212.73,23.88,21.46,53.25,71,74.71,65.91,58.8,69.026
212.7,7.26,13.13,67.6,56.89,58.56,54.47,55.33,61.196
212.68,14.62,2.66,64.42,62.88,65.19,64.99,65.54,65.136
212.65,29.07,14.76,60.76,70.97,57.46,56.21,58.12,63.656
212.65,14.41,7.41,65.12,59.07,61.62,57.71,59.67,62.12
212.61,4.69,12.70,54.98,65.23,65.8,53.1,65.51,63.464
212.59,16.97,21.05,69.54,68.75,49.1,68.29,70.15,69.376
212.58,12.25,11.08,63.81,60.89,65.12,64.8,71.97,67.534
212.56,8.38,12.75,55.67,62.85,56.46,68.42,56.2,62.47
212.55,12.55,18.18,68.25,50.07,58.78,52.07,61.87,61.844
212.53,14.11,5.52,59.75,54.84,60.36,58.8,58.21,59.496
212.52,7.50,9.97,62.11,54.1,56.5,64.07,60.18,61.386
212.5,9.62,5.55,65.5,67.47,69.24,63.69,64.35,67.16
212.43,4.68,15.65,56.07,54.41,61.95,70.06,69.8,65.588
212.42,9.95,17.71,64.42,47.66,63.17,62.39,65.37,64.144
212.41,21.34,18.18,54.8,64.04,55.21,72.98,67.4,66.522
212.35,25.29,14.94,49.75,61.46,64.69,59.71,63.22,62.754
212.32,23.34,11.73,64.73,55.71,58.94,53,61.37,61.096
212.32,10.01,18.87,51.95,47.83,66.7,58.78,66.28,62.082
212.22,18.27,17.14,57.61,71.3,67.28,61.01,54.16,65.7
212.18,16.26,13.84,61.3,73.15,67.38,59.31,59.33,66.862
212.17,21.14,15.23,67.58,59.47,54.15,59.63,52.35,61.682
212.06,8.97,14.15,68.3,60.6,54.15,55.77,62.02,62.998
212.05,6.98,14.00,61.01,50.86,59.34,63.44,64.86,62.702
212.05,4.20,12.48,68.87,56.39,58.72,65.09,59.33,64.176
211.93,11.78,9.37,64.76,63.46,59.2,55.39,61,62.636
211.93,7.88,5.97,66.95,66.02,60.98,62.16,65.05,65.426
211.91,14.79,16.40,62.76,51.95,68.35,61.52,61.75,64.546
211.88,7.67,7.87,64.05,56.18,61.01,60.54,61.24,62.178
211.87,18.35,20.71,54.07,47.96,68.67,67.76,55.05,62.844
211.86,8.44,18.27,66.09,71.2,52.93,59.7,59.42,65.522
211.83,16.60,7.73,62.79,58.63,62.43,59.84,55.06,61.296
211.82,11.41,31.09,42.15,61.72,59.2,57.21,73.24,64.922
211.77,19.62,10.15,64.42,58.74,58.71,63.09,68.86,64.794
211.68,21.63,11.33,63.82,66.3,67.58,59.39,56.25,64.934
211.67,6.80,11.92,59.38,60.08,52.5,59.96,64.42,61.652
211.65,8.43,10.58,55.77,66.35,65.84,59.22,57.2,62.992
211.59,10.24,15.82,69.68,53.86,58.43,56.98,56.96,62.346
211.53,9.03,19.75,70.59,66.73,55.4,60.83,50.84,64.828
211.46,11.32,14.82,66.49,66.71,51.89,56.09,65.91,64.382
211.45,15.56,7.87,58.18,63.43,64.01,66.05,64.24,64.756
211.44,12.87,15.97,55.66,70.6,56.62,54.63,57.88,62.272
211.42,22.51,12.94,64.68,65.93,66.91,59.71,72.65,68.564
211.34,17.16,11.64,58.4,55.11,61.7,66.75,58.36,62.392
211.32,13.71,13.23,65.87,56.72,61.08,57.87,52.64,61.482
211.3,9.36,14.70,65.36,62.82,59.34,59.96,50.66,62.568
211.3,7.37,12.93,66.44,58.78,66.04,54.92,67.85,65.392
211.29,5.20,9.27,62.32,64.04,54.97,64.24,56.94,62.356
211.13,9.58,14.38,58.63,63.53,58.3,51.68,66.06,62.516
211.12,2.23,7.78,67.38,60.06,64.3,64.4,67.84,66.352
211.1,3.77,10.36,69.37,62.79,59.01,60.2,60.76,64.498
211.04,8.33,11.48,62.21,63.55,57.99,62.69,52.07,61.998
211.04,16.64,11.93,69.07,58.33,63.36,57.14,60.32,64.03
211.01,24.35,15.01,63.84,58.06,73.07,59.02,59.47,65.694
211,30.41,10.99,59.65,55.23,59.95,53.93,64.92,60.934
210.99,1.68,18.98,64.85,64.57,67.96,48.98,67.18,66.504
210.98,3.98,15.39,56.62,65.88,50.49,56.02,63.41,61.562
210.85,7.66,9.10,64.04,64.61,57.19,59.89,55.51,62.068
210.84,23.05,21.75,70.02,57.16,66.73,48.27,59.51,64.688
210.65,14.39,10.07,63.72,62.94,62.56,69.02,58.95,65.452
210.64,11.07,13.57,53.82,61.4,66.69,61.23,67.39,64.82
210.52,9.03,17.27,70.75,53.48,60.94,57.19,56.98,63.322
210.52,19.60,9.34,62.02,62.96,53.62,56.18,60.08,60.84
210.5,22.51,17.12,63.98,57.23,71.13,54.01,59.89,64.672
210.49,10.00,15.81,53.82,51.8,57.71,67.61,61.8,61.71
210.47,17.84,21.54,69.46,61.25,47.92,62.05,59.08,64.26
210.41,25.69,16.34,50.42,62.32,66.76,59.6,64.36,63.96
210.33,2.80,8.97,62.89,62.74,53.92,58.73,56.67,60.784
210.26,12.21,11.30,64.96,56.15,67.45,56.88,57.84,62.916
210.24,12.59,8.97,54.46,62.71,54.49,63.43,57.37,60.286
210.19,14.24,13.68,66.89,53.21,58.22,61.75,57.34,62.218
210.18,5.63,17.72,50.52,64.9,68.24,55.25,56.12,62.55
210.18,11.92,24.10,62.11,45.67,50.86,69.77,64.52,63.406
210.17,10.77,15.13,50.17,65.3,63.04,55.47,58.49,61.52
